ID,WEEK,Z1,Z2,Z3,Z4,Z5,Z6,Z6A,Z6AA,Z6AB,Z6B,Z6C,Z6D,Z7,Z8,Z9,Z9A,Z9AA,Z10,Z10A,Z11,Z11A,Z12,SEX,METRO,REGION,HWEIGHT,PWEIGHT,STATE,WP1,WP2,WP3,WP4A,WP4B,WP4C,WP5,WP6
171,928,2,1,1,1,,2,1,0,1,1,0,0,41,1,2,,,2,,1,3,1,2,2,3,0.668,0.749,24,2,1,2,,1,,,
172,928,2,2,1,3,1,2,2,1,1,,,,65,3,5,,,2,,1,1,0,1,1,3,0.767,1.333,47,3,5,3,,,1,1,
173,928,1,2,1,1,,5,2,1,1,0,2,1,37,2,7,,,1,9,,3,0,1,1,4,1.173,2.217,6,3,2,3,,,2,7,
174,928,2,1,1,3,5,3,2,1,1,0,1,0,38,5,2,,,2,,1,3,0,2,1,2,0.744,1.479,27,4,5,3,,,1,7,
175,928,1,2,1,1,,2,2,1,1,,,,52,4,6,,,2,,1,1,0,1,1,2,0.734,1.361,17,4,2,3,,,1,1,
176,928,1,1,2,1,,8,5,2,3,4,4,0,18,1,9,,2,2,,2,3,0,2,2,1,1.127,5.805,36,1,3,1,2,,,,
177,928,1,2,1,1,,2,2,1,1,,,,39,3,6,,,2,,1,1,0,1,1,3,0.695,1.312,37,2,5,1,2,,,,
178,928,2,2,1,3,2,3,2,1,1,0,1,0,26,2,2,,,2,,1,1,0,2,1,3,0.817,1.542,13,2,5,3,,,1,7,
179,928,1,2,1,1,,3,2,1,1,0,0,1,30,5,9,,2,2,,1,2,0,1,1,1,0.649,1.178,42,3,5,3,,,1,2,
180,928,2,3,1,2,,4,1,0,1,2,0,1,32,2,1,,,1,1,,3,0,2,1,3,0.817,0.771,12,3,3,3,,,2,2,
181,928,1,2,1,2,,2,2,1,1,,,,69,3,3,,,1,1,,1,0,1,1,3,0.722,1.363,12,3,4,1,1,,,,
182,928,2,3,1,1,,2,1,0,1,0,0,1,24,4,3,,,1,2,,2,0,2,1,4,2.704,3.051,49,4,5,3,,,1,2,
183,928,1,1,2,1,,6,5,2,3,0,1,0,24,2,9,,2,2,,1,1,0,2,1,1,1.342,4.87,42,3,5,2,,2,,,
184,928,1,5,1,1,,2,2,1,1,,,,50,5,9,,1,2,,1,3,2,1,1,1,0.468,0.849,42,3,5,0,,,,,3
185,928,1,4,1,1,,1,,0,1,,,,91,4,3,,,2,,1,2,0,2,1,3,0.798,1.507,12,3,4,3,,,1,1,
186,928,1,2,1,1,,4,2,1,1,2,0,0,51,2,4,,,2,,1,1,0,1,2,3,0.694,1.332,21,2,5,8,,,,,8
187,928,2,1,1,1,,1,,1,0,,,,58,3,99,9,,9,,9,3,0,1,1,1,1.094,0.992,36,3,5,9,,,,,8
188,928,1,2,1,2,,4,2,1,1,0,0,2,36,4,8,,,2,,1,2,0,2,1,1,0.495,0.799,9,3,5,2,,2,,,
189,928,2,1,1,1,,1,,0,1,,,,27,5,6,,,2,,1,3,0,2,1,3,0.667,1.26,24,2,3,3,,,2,1,
190,928,1,2,1,1,,2,2,1,1,,,,53,3,8,,,2,,1,3,0,1,2,2,0.8,1.469,29,4,5,2,,2,,,
191,928,1,2,1,1,,3,3,2,1,,,,99,5,99,9,,2,,1,3,1,1,1,1,0.603,2.191,34,4,5,3,,,1,2,
192,928,2,1,1,1,,1,,1,0,,,,33,6,6,,,2,,1,3,0,1,1,4,0.929,0.878,6,2,1,3,,,2,2,
193,928,1,2,1,1,,4,2,1,1,1,1,0,38,6,4,,,2,,1,2,0,1,1,2,0.864,1.719,27,1,3,3,,,2,1,
194,928,2,2,1,3,1,2,2,1,1,,,,73,3,4,,,2,,1,9,0,1,1,3,0.722,1.363,12,4,5,9,,,,,9
195,928,1,2,1,1,,3,1,1,0,2,0,0,40,2,4,,,2,,1,3,0,1,2,3,0.419,0.469,37,4,5,3,,,1,7,
196,928,1,4,1,3,1,1,,0,1,,,,70,2,3,,,2,,1,1,0,2,1,4,1.211,2.734,4,3,5,1,1,,,,
197,928,2,2,1,1,,2,2,1,1,,,,49,4,7,,,2,,1,3,0,2,1,4,0.753,1.424,6,4,4,3,,,1,7,
198,928,1,2,1,1,,4,2,1,1,0,1,1,37,2,3,,,2,,1,3,0,2,2,3,0.418,0.935,54,3,5,2,,2,,,
199,928,1,4,1,3,1,1,,0,1,,,,65,3,4,,,2,,1,2,0,2,2,2,1.108,2.035,27,2,5,8,,,,,8
200,928,1,2,1,1,,4,2,1,1,1,1,0,31,2,7,,,2,,1,1,3,1,1,3,0.319,0.555,1,4,5,1,1,,,,
201,928,2,1,1,1,,1,,1,0,,,,26,3,6,,,2,,1,2,0,1,1,2,0.748,0.744,19,1,1,3,,,2,2,
202,928,1,2,1,2,,2,2,1,1,,,,52,2,7,,,2,,1,3,0,2,2,3,0.477,0.916,1,3,5,3,,,1,8,
203,928,1,2,1,3,1,2,2,1,1,,,,62,3,6,,,2,,1,1,0,2,1,3,1.002,1.741,1,4,5,1,1,,,,
204,928,2,2,1,1,,4,2,1,1,0,0,2,43,2,8,,,2,,1,2,0,1,2,3,0.396,0.889,54,3,5,2,,2,,,
205,928,1,4,1,3,1,1,,0,1,,,,82,2,98,8,,2,,1,1,0,2,1,2,1.214,2.413,19,2,4,1,2,,,,
206,928,2,1,1,1,,3,3,2,1,,,,42,2,3,,,2,,1,1,0,1,1,2,0.721,2.671,55,1,3,1,1,,,,
207,928,1,2,1,1,,2,2,1,1,,,,55,2,9,,2,2,,1,3,0,2,1,2,0.978,1.813,17,2,5,8,,,,,8
208,928,2,2,1,3,2,5,2,1,1,0,2,1,27,1,5,,,2,,1,3,0,2,1,2,3.228,6.417,19,1,1,0,,,,,1
209,928,2,1,1,1,,8,3,0,3,2,3,0,41,2,2,,,1,9,,2,2,2,1,4,0.618,1.167,6,2,5,2,,1,,,
210,928,2,2,1,3,1,3,2,1,1,1,0,0,49,2,6,,,2,,1,2,0,2,2,3,0.477,0.916,21,4,5,3,,,1,2,
211,928,1,2,1,1,,3,2,1,1,0,0,1,32,3,8,,,2,,1,2,0,1,1,2,0.623,1.156,26,3,5,9,,,,,3
212,928,1,2,1,3,1,2,2,1,1,,,,63,6,99,9,,2,,1,2,0,1,1,1,1.002,1.818,42,4,5,8,,,,,8
213,928,1,4,1,1,,1,,0,1,,,,58,2,4,,,2,,1,2,0,2,2,3,1.113,2.152,48,3,5,2,,1,,,
214,928,2,3,1,1,,2,2,1,1,,,,24,3,7,,,2,,5,2,0,1,1,2,0.923,1.834,27,3,4,3,,,2,0,
215,928,1,2,2,1,,5,4,3,1,1,0,0,47,2,4,,,2,,2,2,0,2,1,3,1.574,2.972,45,3,5,8,,,,,2
216,928,1,2,1,3,1,2,2,1,1,,,,76,2,98,2,,2,,1,2,0,2,1,3,1.552,2.578,48,4,5,2,,1,,,
217,928,1,2,1,1,,4,2,1,1,1,1,0,39,3,6,,,2,,1,3,0,1,1,3,0.738,1.282,28,4,5,1,2,,,,
218,928,1,2,1,1,,6,2,1,1,2,1,1,32,2,8,,,2,,2,2,1,1,1,2,0.823,1.525,55,1,1,8,,,,,3
219,928,1,5,1,2,,2,1,0,1,0,1,0,46,3,1,,,2,,1,3,0,2,1,1,0.788,0.715,34,2,5,1,1,,,,
220,928,1,2,1,1,,3,2,1,1,1,0,0,58,4,6,,,2,,1,3,3,1,1,2,0.386,0.766,27,3,5,1,2,,,,
221,928,1,1,2,1,,3,3,2,1,,,,31,2,7,,,2,,1,1,0,1,1,2,0.748,2.974,27,3,5,1,1,,,,
222,928,2,2,1,1,,2,2,1,1,,,,21,4,7,,,2,,1,3,0,2,2,3,1.198,2.316,48,3,5,2,,2,,,
223,928,1,2,1,1,,3,2,1,1,0,0,1,27,4,8,,,2,,1,2,0,1,2,2,0.454,0.833,27,2,5,2,,2,,,
224,928,1,2,1,1,,2,2,1,1,,,,28,2,6,,,2,,1,1,0,1,1,3,0.639,1.11,28,2,5,1,2,,,,
225,928,2,5,1,1,,1,,0,1,,,,30,4,6,,,2,,1,3,0,2,1,3,0.709,1.232,47,3,5,1,2,,,,
226,928,1,5,1,1,,2,1,0,1,1,0,0,37,5,5,,,2,,1,3,0,2,1,3,0.951,0.79,48,4,5,9,,,,,9
227,928,2,2,1,1,,3,2,1,1,0,0,1,21,1,2,,,2,,1,2,0,1,2,3,0.875,1.691,22,3,4,3,,,1,1,
228,928,2,1,2,2,,4,4,0,4,,,,18,3,1,,,2,,1,2,0,2,1,2,1.054,1.951,17,3,5,2,,1,,,
229,928,1,2,1,1,,5,4,2,2,0,1,0,41,2,8,,,2,,1,2,0,2,2,2,0.675,2.481,27,1,5,1,2,,,,
230,928,1,2,1,1,,3,2,1,1,0,0,1,25,3,7,,,2,,1,1,0,1,1,2,0.623,1.156,17,2,5,1,1,,,,
231,928,2,2,1,1,,3,2,1,1,0,0,1,31,2,5,,,2,,1,1,0,1,1,3,0.956,1.588,22,3,5,1,1,,,,
232,928,1,1,1,1,,1,,1,0,,,,29,3,6,,,2,,1,1,0,1,1,3,0.956,0.794,48,4,5,3,,,1,1,
233,928,1,1,1,1,,2,2,1,1,,,,34,4,7,,,2,,1,2,0,1,1,4,0.76,1.436,6,4,5,2,,1,,,
234,928,1,2,1,1,,3,2,1,1,1,0,0,37,3,6,,,2,,1,3,1,2,2,2,0.338,0.621,38,2,4,3,,,1,8,
235,928,2,2,1,3,4,2,2,1,1,,,,28,5,8,,,2,,1,2,0,2,1,3,1.062,1.763,48,2,5,2,,2,,,
236,928,2,2,1,1,,2,2,1,1,,,,21,3,2,,,2,,1,3,0,2,2,2,0.938,1.722,38,2,1,1,1,,,,
237,928,1,2,1,1,,3,2,1,1,1,0,0,41,2,8,,,2,,1,2,0,1,1,3,0.738,1.282,47,4,5,2,,1,,,
238,928,1,2,1,1,,6,4,2,2,2,0,0,48,5,8,,,2,,1,3,0,1,1,4,1.095,4.138,6,3,5,3,,,1,1,
239,928,1,2,1,1,,3,3,1,2,,,,48,2,7,,,2,,1,2,0,2,2,3,0.477,1.832,1,4,5,2,,1,,,
240,928,2,2,1,2,,4,2,1,1,2,0,0,49,3,8,,,2,,1,2,0,2,2,4,0.691,1.195,35,3,4,8,,,,,8
241,928,1,2,1,1,,6,2,1,1,1,0,3,38,2,6,,,2,,1,3,0,1,1,2,0.864,1.719,20,3,4,2,,2,,,
242,928,1,5,1,1,,3,3,1,2,,,,44,3,6,,,2,,1,1,0,2,1,3,1.163,3.865,48,2,5,1,2,,,,
243,928,1,2,1,1,,3,2,1,1,0,0,1,27,5,7,,,2,,1,2,0,2,1,2,0.831,1.651,29,3,5,8,,,,,2
244,928,2,2,1,1,,2,2,1,1,,,,27,4,7,,,2,,1,2,0,1,1,4,0.496,1.12,49,4,5,2,,1,,,
245,928,1,2,1,1,,4,2,1,1,0,2,0,37,2,8,,,2,,1,1,0,1,1,4,1.074,2.031,41,3,5,1,1,,,,
246,928,1,2,1,3,1,2,2,1,1,,,,64,2,5,,,1,1,,2,0,2,2,4,1.093,1.89,4,4,5,2,,1,,,
247,928,1,2,1,1,,4,2,1,1,0,0,2,34,4,8,,,2,,1,1,0,1,1,2,0.509,0.944,55,4,5,1,2,,,,
248,928,2,1,1,1,,1,,1,0,,,,55,6,7,,,2,,1,3,0,1,1,4,1.172,1.108,6,1,8,7,,,,,7
249,928,1,2,1,1,,3,3,2,1,,,,50,2,98,1,,2,,1,3,0,2,1,4,0.921,1.742,6,2,5,1,2,,,,
250,928,1,2,1,3,1,2,2,1,1,,,,72,4,9,,1,2,,1,2,0,1,2,2,0.545,1.001,29,4,5,2,,1,,,
251,928,1,2,1,1,,2,2,1,1,,,,74,2,5,,,2,,1,1,0,1,2,2,0.666,1.224,38,3,4,1,2,,,,
252,928,1,1,1,1,,1,,1,0,,,,32,4,7,,,2,,1,1,0,1,1,4,0.76,0.719,6,3,1,3,,,2,2,
253,928,2,2,1,1,,4,2,1,1,1,1,0,51,2,6,,,2,,1,3,0,1,1,4,1.339,2.532,53,3,4,3,,,2,2,
254,928,2,1,1,3,4,1,,1,0,,,,43,2,98,2,,2,,1,3,0,1,1,4,0.701,0.791,32,2,3,2,,1,,,
255,928,1,5,1,1,,2,2,1,1,,,,24,2,4,,,2,,1,1,0,2,1,3,1.078,1.874,1,1,4,1,1,,,,
256,928,2,2,2,1,,4,2,1,1,0,1,1,24,6,4,,,2,,2,2,0,2,2,3,1.53,3.427,37,1,1,8,,,,,2
257,928,1,2,1,3,1,3,3,2,1,,,,67,4,7,,,2,,1,1,0,1,1,1,0.489,1.578,23,3,5,1,1,,,,
258,928,1,2,1,3,2,4,2,1,1,0,0,2,25,4,2,,,2,,1,1,1,2,2,1,0.175,0.452,42,2,3,1,1,,,,
259,928,2,2,1,3,2,4,3,1,2,0,0,1,30,4,6,,,2,,1,2,0,2,1,1,0.882,3.2,42,3,3,8,,,,,2
260,928,1,2,1,3,2,4,2,1,1,1,1,0,37,3,7,,,1,1,,3,0,2,1,3,1.163,1.932,48,3,3,3,,,1,2,
261,928,1,4,1,3,1,1,,0,1,,,,69,3,2,,,2,,1,1,0,2,2,2,1.108,2.035,38,3,4,1,2,,,,
262,928,1,5,1,3,2,3,1,0,1,2,0,0,33,1,1,,,2,,1,2,0,2,1,3,2.778,2.413,47,1,4,8,,,,,1
263,928,1,4,1,3,4,1,,0,1,,,,52,3,3,,,2,,1,3,0,2,1,4,0.601,1.358,8,2,5,3,,,2,8,
264,928,1,2,1,2,,4,2,1,1,2,0,0,37,2,4,,,2,,1,2,0,2,1,4,0.738,1.666,49,2,5,3,,,1,2,
265,928,2,5,1,1,,4,1,1,0,1,2,0,33,4,7,,,2,,1,1,0,1,2,2,0.44,0.453,17,3,5,1,1,,,,
266,928,1,2,1,1,,4,3,2,1,1,0,0,44,3,8,,,2,,1,3,0,1,1,2,0.721,2.671,17,3,4,3,,,2,0,
267,928,2,1,1,1,,2,2,1,1,,,,21,2,6,,,2,,1,3,0,2,1,1,0.84,1.358,25,3,3,3,,,1,2,
268,928,1,1,1,1,,1,,1,0,,,,28,2,4,,,2,,1,1,0,1,2,1,0.355,0.457,42,2,4,8,,,,,1
269,928,1,2,1,2,,5,4,3,1,1,0,0,45,4,9,,1,2,,1,1,0,2,1,2,0.607,1.205,27,3,5,8,,,,,3
270,928,1,2,2,2,,4,2,1,1,1,1,0,39,2,6,,,2,,1,3,1,2,1,1,0.303,0.49,25,2,4,8,,,,,3
271,928,1,2,1,3,1,2,2,1,1,,,,62,2,5,,,2,,1,2,0,2,1,3,0.944,1.782,54,3,5,2,,2,,,
272,928,1,4,1,3,1,1,,0,1,,,,81,6,2,,,2,,1,2,0,2,2,3,1.152,2.226,48,2,4,9,,,,,9
274,928,1,2,1,3,4,4,2,1,1,1,1,0,50,4,5,,,2,,1,1,0,2,2,3,0.278,0.623,54,3,5,1,1,,,,
275,928,1,2,1,3,1,2,2,1,1,,,,62,2,6,,,2,,1,3,0,1,2,4,0.878,1.52,4,3,5,3,,,1,1,
276,928,1,2,1,1,,2,2,1,1,,,,62,5,9,,2,2,,1,2,0,1,1,1,0.819,1.486,42,4,5,2,,1,,,
277,928,2,1,1,1,,2,2,1,1,,,,38,5,8,,,2,,1,1,0,2,1,4,0.603,1.362,32,3,5,1,1,,,,
278,928,1,2,1,3,1,2,2,1,1,,,,60,2,5,,,2,,1,2,0,2,2,4,0.922,2.085,6,3,5,2,,1,,,
279,928,1,2,1,3,1,2,2,1,1,,,,62,2,99,9,,2,,1,3,0,2,1,3,0.944,1.782,12,2,5,8,,,,,3
280,928,2,5,1,3,5,3,2,0,2,0,1,0,40,3,1,,,2,,1,2,0,2,1,4,1.131,2.137,6,2,2,2,,2,,,
281,928,1,2,1,3,1,2,2,1,1,,,,75,1,1,,,2,,1,8,0,1,2,2,2.668,4.901,29,2,3,1,1,,,,
282,928,1,2,1,2,,4,4,3,1,,,,59,2,1,,,2,,1,1,0,2,1,3,1.002,1.741,47,4,5,2,,2,,,
283,928,1,2,1,3,1,2,2,1,1,,,,67,4,5,,,2,,1,8,0,1,2,3,0.337,0.754,12,4,5,1,8,,,,
284,928,1,2,1,1,,2,2,1,1,,,,41,5,8,,,2,,1,3,0,1,1,3,0.568,1.073,51,4,5,2,,2,,,
285,928,1,1,1,3,1,1,,0,1,,,,65,2,1,,,2,,1,2,0,2,2,3,0.685,1.535,54,3,5,2,,2,,,
286,928,1,2,1,3,5,2,2,1,1,,,,46,4,7,,,2,,1,1,1,1,1,1,0.293,0.473,9,2,5,1,1,,,,
287,928,1,1,2,1,,3,3,2,1,,,,25,2,3,,,2,,1,3,0,1,1,3,0.602,2.272,54,3,5,8,,,,,3
288,928,1,4,1,1,,1,,0,1,,,,74,1,2,,,2,,1,2,0,2,1,3,3.524,6.654,12,3,5,2,,1,,,
289,928,1,2,1,3,1,2,2,1,1,,,,79,1,99,9,,2,,1,1,0,2,2,2,1.715,3.527,55,4,5,1,1,,,,
290,928,2,2,1,1,,2,2,1,1,,,,58,2,3,,,2,,1,1,0,2,1,2,0.978,1.813,39,1,5,1,1,,,,
291,928,2,1,1,2,,1,,1,0,,,,36,3,5,,,2,,1,2,0,1,1,3,1.105,0.918,22,4,5,2,,1,,,
292,928,1,2,1,3,2,2,2,1,1,,,,69,1,2,,,2,,1,1,0,2,2,2,2.109,4.339,17,2,4,1,2,,,,
293,928,2,2,1,3,1,3,3,1,2,,,,61,2,99,9,,2,,1,3,0,1,2,2,0.7,1.286,29,4,5,3,,,2,2,
294,928,1,2,1,1,,4,2,1,1,0,2,0,35,2,8,,,2,,1,3,0,2,2,3,0.586,1.124,1,3,5,2,,2,,,
295,928,1,2,1,2,,4,2,1,1,0,1,1,41,3,6,,,2,,1,1,0,2,1,2,0.759,1.406,26,3,5,1,1,,,,
296,928,1,2,1,3,1,4,4,3,1,,,,45,4,9,,2,2,,1,1,0,2,1,3,0.518,0.899,47,4,5,3,,,1,2,
297,928,1,5,2,2,,6,3,2,1,0,0,3,30,4,7,,,2,,1,1,0,2,1,3,0.667,1.26,13,3,4,3,,,1,2,
298,928,2,2,1,3,2,3,2,1,1,0,0,1,24,6,4,,,2,,5,1,0,2,2,2,0.557,1.146,17,3,1,8,,,,,1
299,928,2,2,1,1,,3,2,1,1,1,0,0,48,1,4,,,2,,2,2,0,2,1,3,3.641,6.875,37,2,3,1,2,,,,
300,928,1,1,2,3,3,3,3,1,2,,,,18,2,1,,,2,,1,1,0,2,2,3,0.814,3.122,28,3,5,3,,,1,1,
301,928,1,2,1,1,,4,2,1,1,0,0,2,39,4,99,1,,2,,1,1,1,1,1,2,0.294,0.546,17,3,4,3,,,1,1,
302,928,2,1,1,1,,1,,1,0,,,,21,2,5,,,2,,1,3,0,1,1,1,0.614,0.496,23,4,5,2,,2,,,
303,928,2,5,2,3,4,5,3,0,3,0,0,2,49,2,3,,,2,,2,2,0,2,1,2,1.632,3.024,17,2,5,2,,1,,,
304,928,2,1,1,1,,1,,0,1,,,,62,5,6,,,2,,1,2,0,2,1,4,1.192,2.252,6,4,5,2,,1,,,
305,928,1,2,1,3,2,4,2,1,1,2,0,0,51,3,8,,,2,,1,1,1,2,1,4,0.461,0.871,6,3,5,3,,,2,1,
306,928,1,1,1,3,4,3,1,0,1,0,0,2,29,2,5,,,2,,1,2,0,2,1,1,1.078,0.979,36,3,3,2,,1,,,
307,928,1,1,1,1,,1,,1,0,,,,32,4,7,,,2,,1,1,0,1,1,3,0.539,0.468,47,4,5,3,,,1,1,
308,928,1,1,2,1,,4,4,1,3,,,,24,2,7,,,2,,1,2,0,2,1,1,0.84,2.716,25,3,5,1,2,,,,
309,928,1,2,1,1,,2,1,0,1,1,0,0,32,3,9,,2,2,,1,3,1,2,2,2,0.49,0.45,38,3,3,3,,,1,2,
310,928,1,2,1,1,,2,2,1,1,,,,41,2,8,,,2,,1,2,1,1,2,3,0.209,0.469,37,3,5,1,2,,,,
311,928,1,2,1,3,1,3,3,2,1,,,,68,1,1,,,2,,1,1,0,1,2,1,0.973,5.009,36,3,5,8,,,,,8
312,928,1,2,1,3,2,4,2,1,1,0,0,2,27,2,2,,,2,,1,3,0,2,2,3,0.964,1.863,48,3,3,2,,2,,,
313,928,1,2,1,3,1,2,2,1,1,,,,62,4,8,,,1,1,,2,0,1,1,3,0.986,1.637,48,4,5,2,,1,,,
314,928,1,2,1,1,,4,2,1,1,1,1,0,41,1,6,,,2,,1,2,0,2,1,3,2.344,4.426,24,1,1,1,1,,,,
315,928,1,2,2,1,,2,2,1,1,,,,32,2,8,,,2,,1,1,0,2,1,3,0.817,1.542,45,3,5,3,,,1,1,
316,928,1,2,1,3,2,2,2,1,1,,,,28,2,5,,,1,1,,3,0,2,1,2,0.847,1.569,39,3,5,3,,,1,1,
317,928,1,2,1,1,,4,2,1,1,0,0,2,29,3,7,,,2,,1,1,0,2,1,1,0.676,1.092,33,1,5,1,1,,,,
318,928,1,1,1,1,,3,2,1,1,1,0,0,18,1,5,,,2,,1,1,0,1,1,1,0.614,0.991,25,4,5,2,,1,,,
319,928,1,2,1,1,,4,2,1,1,1,1,0,40,2,6,,,2,,1,3,0,1,1,2,0.721,1.336,26,3,5,3,,,1,0,
320,928,1,2,1,1,,2,2,1,1,,,,47,2,8,,,2,,1,2,0,1,2,2,0.476,0.978,39,3,5,2,,2,,,
321,928,1,2,1,3,1,3,3,2,1,,,,64,4,8,,,2,,2,2,0,1,1,1,1.793,6.511,42,3,5,2,,1,,,
322,928,2,2,1,1,,4,2,1,1,0,1,1,36,2,6,,,2,,1,2,0,1,1,1,0.918,1.666,36,4,5,2,,1,,,
323,928,1,2,1,1,,3,2,1,1,0,1,0,52,2,8,,,2,,1,2,0,2,1,3,0.597,1.126,24,1,4,2,,2,,,
324,928,2,1,1,1,,2,2,1,1,,,,30,6,8,,,2,,1,3,0,1,2,2,0.555,1.02,27,2,4,3,,,1,2,
325,928,1,2,2,1,,2,2,1,1,,,,31,5,9,,1,2,,1,2,0,1,1,1,0.406,0.657,9,4,5,2,,1,,,
326,928,1,2,1,1,,6,4,2,2,1,1,0,43,4,8,,,2,,1,1,1,1,1,3,0.452,1.501,48,4,5,1,1,,,,
327,928,2,5,9,3,4,3,1,0,1,2,0,0,40,2,1,,,2,,1,9,0,2,1,1,0.605,0.49,25,1,1,2,,2,,,
328,928,1,5,1,1,,2,2,0,2,,,,54,6,6,,,2,,1,1,0,2,1,1,0.788,1.43,36,2,5,9,,,,,9
329,928,1,2,1,2,,5,2,1,1,0,1,2,99,3,6,,,2,,1,1,0,2,1,2,1.102,2.042,26,3,5,8,,,,,2
330,928,1,4,1,3,1,1,,0,1,,,,77,4,6,,,2,,1,1,0,2,1,3,1.268,2.106,48,4,5,1,1,,,,
331,928,2,2,1,1,,4,4,1,3,,,,65,5,6,,,2,,1,2,1,1,1,1,0.279,0.451,9,3,5,2,,1,,,
332,928,1,1,2,1,,5,4,3,1,1,0,0,20,3,5,,,2,,1,1,0,1,2,2,0.684,2.514,27,2,4,1,1,,,,
333,928,1,1,2,3,4,3,3,2,1,,,,18,2,5,,,2,,1,2,0,1,1,3,0.741,2.8,12,3,4,2,,1,,,
334,928,1,1,1,1,,3,2,1,1,1,0,0,42,2,4,,,2,,1,1,0,2,1,2,0.759,1.406,55,3,5,1,1,,,,
335,928,1,2,1,1,,2,2,1,1,,,,27,2,7,,,2,,1,3,0,1,1,2,0.748,1.487,27,4,5,8,,,,,8
336,928,1,3,1,1,,2,2,1,1,,,,49,2,2,,,2,,1,2,0,2,2,3,0.703,1.36,22,3,5,2,,1,,,
337,928,2,1,2,1,,2,2,0,2,,,,27,4,8,,,2,,2,2,1,2,1,2,0.913,1.692,26,3,5,2,,2,,,
